Customer,State,Customer Lifetime Value,Response,Effective To Date,EmploymentStatus,Income,Location Code,Marital Status,Monthly Premium,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount
JY87538,Oregon,28486.0728,No,1/14/11,Employed,91871,Urban,Single,102,5,3,0,2,Personal,Personal L2,Offer1,Web,346.845129
VE55982,Nevada,2644.684556,No,1/1/11,Employed,54000,Suburban,Divorced,66,15,45,0,1,Corporate,Corporate L1,Offer1,Call Center,373.881547
WK99918,Oregon,5073.282126,Yes,1/30/11,Employed,57709,Suburban,Married,125,10,26,0,1,Personal,Personal L1,Offer2,Branch,600.0
XP16538,Arizona,4272.585137,No,2/3/11,Employed,81132,Urban,Divorced,107,19,52,0,1,Corporate,Corporate L2,Offer2,Agent,419.105559
HW42900,California,11003.01645,No,1/29/11,Employed,22926,Suburban,Married,93,1,99,0,2,Corporate,Corporate L1,Offer1,Web,479.934846
JG84729,Arizona,14181.64282,No,1/20/11,Unemployed,0,Suburban,Single,72,15,91,2,2,Personal,Personal L1,Offer1,Call Center,345.6
UX71137,Washington,8875.965501,No,2/5/11,Employed,69205,Urban,Married,110,20,56,0,6,Personal,Personal L3,Offer2,Web,372.362565
ND29059,Oregon,11077.68591,No,2/26/11,Employed,78011,Urban,Married,138,14,42,0,3,Personal,Personal L3,Offer1,Agent,619.698644
HC76653,Oregon,2435.689035,No,1/7/11,Employed,32931,Suburban,Married,62,16,45,0,1,Personal,Personal L2,Offer2,Agent,297.6
SG73822,California,8743.852187,No,2/2/11,Employed,99517,Rural,Divorced,109,2,93,0,3,Personal,Personal L2,Offer2,Agent,239.905208
CB44654,Arizona,2409.760898,No,2/28/11,Employed,59665,Urban,Single,62,33,3,1,1,Personal,Personal L3,Offer1,Agent,167.138119
MQ15074,Washington,2499.498786,No,2/1/11,Employed,28082,Suburban,Married,64,9,63,0,1,Personal,Personal L2,Offer2,Branch,578.499499
YJ43481,Arizona,8528.288669,No,1/4/11,Employed,91099,Urban,Single,107,14,37,0,3,Corporate,Corporate L2,Offer1,Call Center,406.430632
TP15362,Oregon,3591.996064,No,2/5/11,Employed,28013,Suburban,Divorced,91,16,13,0,1,Personal,Personal L1,Offer2,Branch,655.2
YX90754,Nevada,8539.826923,No,2/20/11,Employed,55478,Urban,Married,71,7,1,0,2,Personal,Personal L2,Offer2,Branch,339.399593
TQ32702,Nevada,6990.917824,No,1/27/11,Employed,22568,Suburban,Married,88,31,63,0,6,Corporate,Corporate L2,Offer3,Branch,422.4
TS50305,California,3979.388247,No,2/27/11,Unemployed,0,Suburban,Single,112,11,3,0,1,Personal,Personal L3,Offer1,Agent,806.4
BY22068,Arizona,23950.37443,No,2/18/11,Employed,39335,Suburban,Married,201,0,11,0,2,Corporate,Corporate L1,Offer4,Agent,964.8
TJ48439,Oregon,2321.052528,No,1/18/11,Unemployed,0,Suburban,Single,66,0,10,0,1,Personal,Personal L1,Offer3,Branch,508.703134
TE61015,Oregon,5087.020469,No,1/25/11,Unemployed,0,Suburban,Married,72,12,70,0,3,Personal,Personal L1,Offer2,Web,345.6
RD89159,Oregon,4362.931238,Yes,1/3/11,Employed,58842,Suburban,Married,110,6,74,0,1,Personal,Personal L3,Offer2,Branch,528.0
VW86720,Oregon,7457.468107,No,1/5/11,Unemployed,0,Suburban,Single,69,15,73,0,2,Personal,Personal L1,Offer1,Call Center,678.209827
UM76485,Oregon,7027.759594,No,1/28/11,Unemployed,0,Suburban,Single,102,11,90,0,5,Personal,Personal L2,Offer2,Agent,489.6
LS62045,Oregon,2831.683664,No,1/27/11,Employed,70037,Suburban,Married,70,6,61,0,1,Personal,Personal L3,Offer4,Web,409.985435
ZG84862,Nevada,4217.857932,No,1/6/11,Unemployed,0,Suburban,Single,62,19,75,0,3,Personal,Personal L3,Offer1,Branch,446.4
CD76093,Nevada,7596.291531,No,1/22/11,Employed,59847,Suburban,Married,192,28,62,0,1,Corporate,Corporate L3,Offer4,Call Center,921.6
FO99259,California,8365.677648,No,1/26/11,Retired,26630,Suburban,Divorced,118,19,27,0,8,Personal,Personal L3,Offer4,Call Center,581.077056
KN87338,Oregon,2726.392968,No,2/19/11,Employed,48039,Rural,Married,68,4,37,0,1,Personal,Personal L2,Offer4,Branch,11.451889
LT89398,California,3420.452207,No,1/13/11,Unemployed,0,Suburban,Married,92,2,38,0,1,Personal,Personal L2,Offer4,Web,441.6
NZ19529,Arizona,4839.107156,No,2/22/11,Unemployed,0,Suburban,Single,137,18,50,0,1,Personal,Personal L1,Offer2,Agent,1227.458548
PR41853,Arizona,4358.553534,No,1/2/11,Unemployed,0,Rural,Married,118,18,91,0,1,Corporate,Corporate L2,Offer1,Agent,101.826804
LH92841,Washington,7255.953792,No,2/5/11,Employed,88891,Rural,Married,89,17,56,0,3,Personal,Personal L2,Offer1,Branch,50.528355
XR84971,Oregon,23515.85325,No,2/18/11,Employed,36537,Rural,Single,85,19,4,0,2,Personal,Personal L1,Offer1,Web,165.309001
BP83941,Arizona,8396.327608,No,2/21/11,Unemployed,0,Suburban,Married,115,18,80,1,3,Personal,Personal L2,Offer3,Web,552.0
PY80449,Arizona,5170.976384,No,1/29/11,Employed,53603,Suburban,Married,132,30,1,1,1,Personal,Personal L3,Offer1,Branch,697.272246
ET22260,Nevada,5585.30807,No,1/29/11,Unemployed,0,Rural,Single,80,14,17,0,9,Corporate,Corporate L2,Offer1,Web,6.281344
OF47250,California,8639.49502,No,2/15/11,Employed,92374,Rural,Divorced,107,16,9,1,3,Personal,Personal L2,Offer2,Call Center,220.018279
WB58031,California,5281.833471,No,2/20/11,Employed,39658,Suburban,Married,66,32,53,0,7,Corporate,Corporate L3,Offer1,Branch,316.8
UV80201,Oregon,8385.252347,No,2/16/11,Unemployed,0,Suburban,Single,116,0,35,0,7,Personal,Personal L3,Offer1,Call Center,556.8
PY10605,Arizona,4633.101259,No,1/23/11,Unemployed,0,Suburban,Single,70,0,86,0,3,Personal,Personal L2,Offer1,Agent,336.0
JI82682,California,2480.392738,No,1/3/11,Unemployed,0,Suburban,Married,65,1,60,0,1,Personal,Personal L1,Offer1,Web,328.314222
BU14748,Arizona,3618.686938,No,2/14/11,Employed,50755,Suburban,Married,91,21,25,0,1,Personal,Personal L3,Offer4,Agent,436.8
QS75550,Washington,2480.045899,No,1/7/11,Employed,93383,Urban,Single,62,31,64,0,1,Corporate,Corporate L2,Offer1,Branch,244.212286
LD26428,Oregon,4893.291507,No,2/14/11,Unemployed,0,Suburban,Single,73,11,56,0,5,Corporate,Corporate L3,Offer2,Branch,680.047456
MY43761,California,10737.68425,No,2/23/11,Employed,50607,Suburban,Single,137,15,0,0,9,Personal,Personal L2,Offer2,Agent,657.6
LO77543,Washington,2616.613903,Yes,2/25/11,Employed,72302,Suburban,Divorced,66,6,27,0,1,Special,Special L2,Offer1,Agent,316.8
GY55415,Nevada,15725.25053,No,2/27/11,Unemployed,0,Suburban,Single,149,16,70,0,2,Corporate,Corporate L1,Offer1,Web,1072.8
IB42395,Nevada,9553.415528,No,1/18/11,Unemployed,0,Suburban,Single,146,20,14,0,4,Corporate,Corporate L3,Offer1,Agent,1051.2
ZU74482,Oregon,7507.455372,Yes,2/6/11,Employed,60920,Urban,Single,64,10,61,0,2,Personal,Personal L3,Offer2,Agent,231.201886
NL74789,California,7324.928202,No,2/14/11,Unemployed,0,Suburban,Single,105,4,98,0,6,Special,Special L2,Offer1,Branch,504.0
YU86594,Oregon,5333.038137,No,2/10/11,Employed,55674,Rural,Married,66,10,95,0,3,Personal,Personal L3,Offer1,Branch,81.710575
QN37451,California,12767.23056,No,1/29/11,Unemployed,0,Suburban,Single,189,28,90,0,5,Corporate,Corporate L2,Offer1,Branch,2201.327879
HS28694,Washington,2829.863912,No,2/19/11,Employed,25317,Rural,Married,71,15,97,0,1,Personal,Personal L2,Offer4,Branch,50.422181
IL83479,Oregon,3483.630439,No,1/2/11,Employed,42983,Suburban,Married,86,28,18,0,1,Personal,Personal L3,Offer3,Call Center,412.8
EF87528,Arizona,4636.54647,Yes,1/1/11,Retired,26802,Suburban,Married,66,7,43,1,5,Special,Special L3,Offer2,Agent,316.8
IV74747,California,17530.03658,No,1/12/11,Unemployed,0,Suburban,Divorced,97,27,96,0,2,Corporate,Corporate L2,Offer4,Web,469.229028
JZ81608,Oregon,6978.719808,No,2/10/11,Employed,53808,Rural,Married,88,26,91,0,7,Personal,Personal L2,Offer4,Branch,189.835063
EO40136,Arizona,2912.248444,No,1/24/11,Employed,93403,Urban,Divorced,73,18,32,0,1,Personal,Personal L2,Offer2,Web,295.224598
ZR40902,Oregon,4209.279338,No,1/15/11,Medical Leave,26435,Suburban,Married,111,32,50,1,1,Corporate,Corporate L2,Offer1,Agent,1012.249308
PO89542,Oregon,5009.808888,No,2/28/11,Unemployed,0,Suburban,Married,68,21,69,0,7,Personal,Personal L2,Offer1,Branch,326.4
FX57380,California,5217.513287,Yes,2/17/11,Employed,39854,Urban,Divorced,66,6,4,0,7,Personal,Personal L2,Offer2,Web,261.930545
NM22175,Oregon,11490.33618,No,1/9/11,Unemployed,0,Suburban,Married,161,0,94,0,3,Personal,Personal L3,Offer2,Branch,1052.933035
BC97773,Nevada,2864.544017,No,2/17/11,Employed,91368,Suburban,Divorced,71,13,95,0,1,Personal,Personal L1,Offer1,Agent,395.328407
MN34012,Arizona,8403.910248,No,2/25/11,Unemployed,0,Suburban,Married,115,11,63,0,8,Personal,Personal L3,Offer1,Agent,552.0
KY29506,California,20395.96875,No,2/27/11,Employed,92850,Suburban,Single,104,3,28,1,2,Personal,Personal L2,Offer1,Agent,499.2
LC44944,Washington,36470.3024,No,1/21/11,Unemployed,0,Suburban,Married,113,0,9,3,2,Personal,Personal L3,Offer2,Branch,813.6
HC20975,Arizona,16727.77186,No,1/19/11,Employed,30915,Suburban,Married,72,1,6,2,2,Personal,Personal L2,Offer1,Branch,345.6
IF87079,Arizona,5801.128252,No,2/14/11,Employed,48927,Rural,Divorced,72,1,51,0,9,Personal,Personal L2,Offer1,Agent,139.354893
EP18940,Oregon,9472.973811,No,1/1/11,Unemployed,0,Suburban,Married,86,30,32,0,2,Personal,Personal L3,Offer1,Call Center,412.8
SB44003,Arizona,10484.91535,Yes,2/1/11,Employed,61108,Rural,Divorced,89,22,93,0,2,Personal,Personal L3,Offer2,Agent,49.451117
MK15785,Nevada,4387.31087,No,2/24/11,Employed,48015,Suburban,Married,110,24,57,0,1,Corporate,Corporate L2,Offer4,Call Center,528.0
VP89545,Arizona,4522.883533,No,2/1/11,Unemployed,0,Suburban,Married,61,8,78,0,9,Personal,Personal L3,Offer1,Web,292.8
HJ58678,Nevada,5418.152088,No,2/10/11,Employed,57587,Urban,Divorced,68,4,83,0,7,Personal,Personal L2,Offer3,Agent,257.090387
SH51981,Washington,5246.057249,No,2/21/11,Employed,70301,Suburban,Divorced,67,7,43,0,7,Personal,Personal L2,Offer3,Agent,328.942798
IA52178,Arizona,15785.29692,No,2/12/11,Employed,81119,Suburban,Married,196,3,67,0,3,Corporate,Corporate L3,Offer4,Web,940.8
WC42895,California,22110.39804,No,2/13/11,Employed,65724,Rural,Single,70,13,66,0,2,Personal,Personal L3,Offer2,Agent,14.518312
OP54725,Washington,9540.923395,No,1/29/11,Employed,53351,Suburban,Married,119,4,7,0,6,Personal,Personal L3,Offer1,Branch,571.2
YM77369,Oregon,4756.12617,No,2/28/11,Employed,56146,Urban,Married,119,0,91,0,1,Corporate,Corporate L2,Offer4,Web,401.785805
WV15213,California,2447.053134,No,1/9/11,Employed,84658,Rural,Single,62,21,93,0,1,Personal,Personal L1,Offer1,Branch,44.780402
GX37592,Nevada,5675.923323,No,1/26/11,Employed,33257,Suburban,Married,72,15,14,1,4,Personal,Personal L3,Offer3,Web,345.6
PA48777,Washington,2491.257604,Yes,2/12/11,Medical Leave,25965,Suburban,Divorced,65,23,27,0,1,Personal,Personal L3,Offer1,Agent,329.206567
YJ59924,Oregon,7308.433864,No,1/30/11,Employed,31115,Suburban,Married,92,21,20,0,3,Personal,Personal L1,Offer3,Agent,441.6
OO35641,Oregon,32871.74779,No,2/5/11,Employed,78487,Urban,Divorced,117,5,17,0,2,Personal,Personal L3,Offer3,Agent,448.255019
EU54076,Oregon,5228.92013,No,1/31/11,Employed,92472,Urban,Married,65,0,3,0,3,Corporate,Corporate L3,Offer2,Agent,240.221415
QH56750,Arizona,20700.8645,No,2/22/11,Unemployed,0,Suburban,Single,64,9,17,0,2,Personal,Personal L1,Offer2,Agent,460.8
VF32979,Washington,5800.171881,No,1/24/11,Employed,25472,Suburban,Divorced,73,5,86,0,9,Corporate,Corporate L2,Offer1,Branch,350.4
ES16126,California,4330.38602,Yes,2/16/11,Employed,60475,Suburban,Married,107,9,18,0,1,Personal,Personal L1,Offer2,Branch,513.6
PG42834,Arizona,6292.735356,No,2/2/11,Employed,26577,Rural,Married,79,9,40,0,7,Personal,Personal L2,Offer3,Agent,73.719521
OY44814,Arizona,4917.889638,No,1/22/11,Unemployed,0,Suburban,Single,71,27,81,0,5,Personal,Personal L3,Offer1,Web,511.2
JI97190,California,5165.810048,No,2/26/11,Employed,43461,Suburban,Married,64,24,47,0,6,Personal,Personal L3,Offer3,Branch,307.2
ZK61113,Oregon,6291.589959,No,1/22/11,Unemployed,0,Suburban,Single,94,2,61,0,6,Personal,Personal L2,Offer3,Agent,676.8
MU88116,Oregon,4582.67415,No,1/28/11,Employed,69085,Urban,Married,113,10,14,0,1,Corporate,Corporate L3,Offer1,Web,472.271907
TP61305,California,6062.441614,No,2/18/11,Unemployed,0,Suburban,Single,84,1,94,0,5,Personal,Personal L3,Offer1,Web,604.8
ZO14864,Washington,3417.204953,No,2/11/11,Employed,42526,Urban,Divorced,86,12,71,0,1,Personal,Personal L3,Offer2,Agent,287.5426
KP65334,California,5830.561364,No,1/13/11,Unemployed,0,Suburban,Married,77,11,36,0,6,Corporate,Corporate L1,Offer1,Agent,783.431945
OH15677,California,3742.579083,No,1/5/11,Unemployed,0,Suburban,Single,110,35,78,1,1,Personal,Personal L2,Offer1,Agent,1272.546918
HB53755,Oregon,3849.596697,No,1/26/11,Unemployed,0,Suburban,Single,106,10,32,0,1,Personal,Personal L3,Offer1,Agent,763.2
UF77079,Arizona,15265.81488,No,1/26/11,Employed,58361,Rural,Married,95,17,16,0,2,Personal,Personal L2,Offer2,Agent,43.599861
TD20252,Arizona,5317.807221,No,1/8/11,Employed,74092,Suburban,Married,67,17,72,0,3,Personal,Personal L2,Offer2,Agent,321.6
TH68362,California,2374.80917,No,1/1/11,Unemployed,0,Suburban,Married,64,2,52,0,1,Corporate,Corporate L3,Offer3,Agent,380.822087
JC45487,Washington,5639.941974,Yes,1/10/11,Employed,73168,Suburban,Married,70,21,50,0,3,Personal,Personal L2,Offer2,Agent,425.800112
PU95227,Washington,3362.414442,No,1/2/11,Employed,22853,Urban,Married,87,16,89,0,1,Personal,Personal L1,Offer4,Agent,316.35678
CV72453,Oregon,4512.204391,No,2/25/11,Unemployed,0,Suburban,Single,125,6,44,0,1,Corporate,Corporate L3,Offer1,Agent,900.0
OY92520,California,7264.803903,No,2/28/11,Medical Leave,12075,Suburban,Married,94,16,23,0,5,Personal,Personal L2,Offer1,Branch,451.2
UY95530,California,8658.863813,Yes,2/7/11,Employed,62464,Urban,Married,109,23,45,0,4,Personal,Personal L2,Offer2,Agent,400.181882
FB84235,Oregon,5498.940679,Yes,2/5/11,Medical Leave,22520,Suburban,Married,73,17,64,0,3,Personal,Personal L2,Offer1,Branch,350.4
MJ14480,Arizona,5599.382893,No,1/15/11,Employed,35012,Suburban,Single,72,0,50,0,6,Personal,Personal L3,Offer2,Agent,345.6
KW81128,Arizona,15228.19865,No,2/11/11,Employed,95140,Rural,Divorced,126,6,52,0,2,Personal,Personal L3,Offer1,Agent,45.049185
DQ98402,Nevada,3644.833554,Yes,1/15/11,Employed,82477,Suburban,Married,90,1,69,0,1,Corporate,Corporate L3,Offer2,Agent,432.0
WN53966,California,3693.440833,No,1/15/11,Employed,85871,Rural,Married,92,4,25,1,1,Personal,Personal L3,Offer4,Call Center,112.633539
LM34525,Washington,8742.05776,No,2/20/11,Employed,71592,Rural,Divorced,72,15,18,0,2,Personal,Personal L3,Offer3,Branch,141.725051
GF97874,Washington,5275.626956,No,1/29/11,Employed,70446,Rural,Married,65,31,99,0,9,Personal,Personal L1,Offer4,Call Center,155.570802
WV79842,California,9283.737773,No,1/16/11,Employed,24314,Suburban,Married,235,20,60,0,1,Personal,Personal L3,Offer2,Call Center,1128.0
DF40318,Oregon,2551.226692,Yes,1/19/11,Employed,79751,Suburban,Married,63,15,67,0,1,Corporate,Corporate L3,Offer3,Web,392.235698
TN90661,Nevada,5811.918112,No,1/9/11,Employed,83318,Suburban,Married,72,21,58,0,3,Corporate,Corporate L3,Offer1,Branch,345.6
ZU88029,Oregon,4064.670639,No,2/28/11,Retired,26161,Suburban,Single,109,8,70,0,1,Personal,Personal L3,Offer3,Branch,594.444586
TQ88221,California,2841.443088,No,1/7/11,Employed,30473,Suburban,Married,72,20,35,0,1,Corporate,Corporate L1,Offer4,Call Center,450.080101
KH34667,Nevada,6832.133872,No,1/18/11,Employed,50472,Urban,Married,87,6,67,0,3,Corporate,Corporate L3,Offer2,Web,281.163705
HW54198,Nevada,5201.971427,No,1/29/11,Employed,94186,Rural,Married,64,20,50,0,3,Personal,Personal L3,Offer3,Call Center,135.340489
GZ79662,Arizona,5484.588155,No,2/21/11,Employed,47611,Suburban,Married,69,17,65,0,4,Corporate,Corporate L3,Offer2,Call Center,593.654484
YA11342,California,7672.681366,No,2/4/11,Unemployed,0,Suburban,Married,103,17,56,0,4,Personal,Personal L3,Offer3,Branch,518.720216
ZW18871,Oregon,8272.485353,No,1/20/11,Employed,91245,Rural,Divorced,69,16,50,0,2,Corporate,Corporate L3,Offer1,Agent,19.251693
QZ17137,Arizona,3330.672761,No,2/5/11,Employed,45944,Rural,Married,83,20,4,0,1,Personal,Personal L2,Offer3,Call Center,182.948495
UV53712,California,5562.456386,No,2/19/11,Employed,59649,Rural,Married,69,33,71,1,8,Personal,Personal L3,Offer2,Web,167.738267
SJ43436,Oregon,2452.738575,No,1/28/11,Employed,52785,Rural,Married,61,2,90,0,1,Corporate,Corporate L1,Offer2,Agent,45.721456
VW46878,Oregon,7920.28288,No,2/8/11,Employed,59648,Suburban,Married,66,20,72,0,2,Personal,Personal L3,Offer3,Agent,316.8
TW91179,Oregon,3861.486269,Yes,1/6/11,Employed,93272,Urban,Married,95,3,54,0,1,Corporate,Corporate L3,Offer2,Branch,281.110788
LG19551,Arizona,5764.784159,No,1/25/11,Employed,22134,Suburban,Married,72,13,81,0,3,Corporate,Corporate L2,Offer1,Call Center,445.879224
QK18099,Washington,5375.842787,No,1/12/11,Employed,69050,Suburban,Married,67,17,38,0,3,Personal,Personal L2,Offer3,Web,334.892437
WN14473,Arizona,2882.350556,No,2/17/11,Employed,87798,Urban,Married,71,18,73,0,1,Personal,Personal L3,Offer2,Call Center,204.448708
WH62198,California,2213.187935,No,2/26/11,Unemployed,0,Suburban,Divorced,63,0,66,0,1,Personal,Personal L2,Offer1,Call Center,305.552429
SP85148,California,9429.629367,No,1/31/11,Employed,43811,Suburban,Married,117,24,10,0,4,Personal,Personal L3,Offer1,Web,571.136574
FB49203,California,6239.257541,No,2/26/11,Unemployed,0,Suburban,Single,91,25,63,0,3,Corporate,Corporate L2,Offer1,Agent,655.2
FF94341,Nevada,7668.809595,No,1/26/11,Employed,92456,Suburban,Divorced,95,8,3,0,4,Special,Special L3,Offer1,Branch,456.0
TS42594,California,13770.97618,Yes,2/1/11,Employed,59207,Suburban,Single,116,23,21,0,2,Personal,Personal L3,Offer1,Agent,556.8
IL43607,California,2742.844251,No,1/2/11,Employed,64519,Suburban,Married,69,6,29,1,1,Corporate,Corporate L3,Offer3,Branch,331.2
FL85008,Oregon,13466.92071,Yes,2/23/11,Disabled,11432,Suburban,Married,119,11,9,0,2,Personal,Personal L2,Offer2,Agent,571.2
AN47199,Nevada,8858.352032,No,2/11/11,Unemployed,0,Rural,Married,80,6,28,0,2,Personal,Personal L2,Offer1,Agent,81.255741
SV28347,California,8485.330004,No,2/14/11,Employed,32607,Suburban,Single,111,27,79,1,8,Corporate,Corporate L3,Offer2,Branch,532.8
IC78105,Arizona,7744.644444,No,1/16/11,Disabled,26444,Suburban,Married,196,4,14,0,1,Personal,Personal L1,Offer1,Branch,940.8
RB28630,Oregon,5894.907375,No,2/20/11,Employed,39381,Suburban,Married,74,6,55,1,7,Personal,Personal L3,Offer2,Branch,355.2
KA32645,Nevada,5770.684097,No,2/2/11,Unemployed,0,Suburban,Single,83,21,67,0,8,Personal,Personal L2,Offer1,Branch,946.345269
QD73891,Oregon,5261.117506,No,1/13/11,Employed,90217,Suburban,Married,66,14,88,1,5,Personal,Personal L1,Offer4,Web,316.8
LM58949,Oregon,2403.53947,No,1/30/11,Disabled,24248,Suburban,Married,70,33,82,3,1,Personal,Personal L2,Offer1,Agent,336.0
YG40323,Arizona,9124.600015,No,1/17/11,Employed,99368,Rural,Married,113,34,6,0,3,Personal,Personal L3,Offer1,Web,82.427785
EP82214,Arizona,26180.80528,No,1/7/11,Employed,68189,Urban,Married,82,10,17,1,2,Special,Special L2,Offer2,Branch,343.121192
EO91797,Nevada,15641.25856,No,1/11/11,Employed,32370,Urban,Married,130,31,84,0,2,Corporate,Corporate L3,Offer3,Agent,487.736171
RU50098,Arizona,2574.020376,Yes,1/14/11,Employed,34990,Rural,Single,65,23,73,0,1,Personal,Personal L3,Offer2,Web,42.689135
QW10541,California,5319.838729,No,1/31/11,Employed,25714,Suburban,Married,67,17,57,0,5,Personal,Personal L3,Offer2,Agent,321.6
SB50826,Oregon,7496.006588,No,1/19/11,Employed,61091,Urban,Single,95,17,64,0,8,Personal,Personal L1,Offer2,Agent,409.868003
XX29952,Arizona,12174.58958,No,1/12/11,Employed,88184,Rural,Married,104,5,97,3,2,Personal,Personal L3,Offer1,Agent,240.176533
AT93647,California,2605.570828,No,1/5/11,Employed,60252,Urban,Married,65,10,8,0,1,Personal,Personal L2,Offer4,Agent,182.436205
QP56563,Oregon,2707.20846,No,1/13/11,Employed,80985,Rural,Married,67,0,52,0,1,Personal,Personal L3,Offer3,Agent,124.933587
TN76120,Washington,5528.212807,Yes,1/19/11,Employed,36088,Suburban,Single,72,16,31,0,9,Personal,Personal L3,Offer1,Agent,345.6
TY43440,California,8819.018934,Yes,1/10/11,Employed,99845,Suburban,Married,110,23,25,1,8,Personal,Personal L3,Offer2,Branch,528.0
WO59883,Washington,19014.47625,No,1/19/11,Employed,29822,Suburban,Single,61,17,44,0,2,Personal,Personal L2,Offer2,Agent,292.8
MM45334,Oregon,8169.513982,No,2/14/11,Employed,40803,Rural,Single,71,8,19,3,2,Personal,Personal L3,Offer3,Call Center,122.912377
KH93988,Oregon,7708.883885,No,1/5/11,Employed,71134,Rural,Married,98,21,95,3,8,Personal,Personal L3,Offer1,Web,196.37368
RY38931,Arizona,5528.212807,Yes,1/19/11,Employed,36088,Suburban,Single,72,16,31,0,9,Personal,Personal L3,Offer1,Agent,345.6
CV48634,Nevada,12128.4467,No,1/16/11,Employed,29431,Rural,Married,103,29,35,0,2,Personal,Personal L2,Offer4,Call Center,237.896227
IH48064,Washington,9080.28284,No,2/2/11,Employed,68073,Suburban,Married,114,16,63,0,8,Personal,Personal L3,Offer3,Agent,547.2
ZS96174,Oregon,6796.844769,No,1/19/11,Medical Leave,17937,Suburban,Single,65,1,27,0,2,Personal,Personal L3,Offer1,Branch,312.0
MI62456,Arizona,2867.312197,Yes,1/3/11,Retired,23376,Suburban,Divorced,78,19,18,0,1,Personal,Personal L1,Offer2,Call Center,374.4
DD44177,California,2395.57,Yes,1/27/11,Disabled,21986,Suburban,Divorced,63,1,9,0,1,Personal,Personal L3,Offer2,Branch,333.696228
NX31380,Arizona,7094.167717,No,2/18/11,Employed,23032,Suburban,Married,89,30,22,0,7,Corporate,Corporate L1,Offer1,Branch,427.2
KQ43374,Oregon,4128.091334,No,2/19/11,Employed,32114,Urban,Married,104,22,50,0,1,Corporate,Corporate L3,Offer1,Agent,445.29049
